,DATETIME,4-2-0,4-2-1,4-2-2,4-2-3,4-2-4,4-2-5,4-2-6,4-2-7,4-2-8,4-2-9,4-2-10,TEMP,MAX,MIN,RH
0,2022-01-01 00:00:00,33.0,72.0,57.0,84.0,54.0,42.0,48.0,15.0,66.0,51.0,15.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
1,2022-01-01 01:00:00,21.0,54.0,42.0,57.0,39.0,30.0,33.0,12.0,54.0,39.0,9.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
2,2022-01-01 02:00:00,24.0,42.0,27.0,42.0,33.0,30.0,21.0,9.0,33.0,36.0,9.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
3,2022-01-01 03:00:00,18.0,39.0,24.0,42.0,24.0,21.0,15.0,9.0,33.0,30.0,9.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
4,2022-01-01 04:00:00,15.0,33.0,21.0,33.0,21.0,21.0,18.0,9.0,27.0,27.0,9.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
5,2022-01-01 05:00:00,18.0,33.0,21.0,36.0,24.0,21.0,15.0,9.0,30.0,21.0,9.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
6,2022-01-01 06:00:00,18.0,30.0,24.0,42.0,21.0,24.0,21.0,18.0,30.0,27.0,9.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
7,2022-01-01 07:00:00,27.0,42.0,36.0,63.0,30.0,33.0,30.0,30.0,48.0,36.0,12.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
8,2022-01-01 08:00:00,36.0,63.0,45.0,81.0,42.0,45.0,45.0,36.0,66.0,54.0,18.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
9,2022-01-01 09:00:00,36.0,81.0,54.0,93.0,51.0,48.0,48.0,39.0,63.0,54.0,15.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
10,2022-01-01 10:00:00,36.0,93.0,51.0,84.0,51.0,60.0,45.0,39.0,72.0,54.0,18.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
11,2022-01-01 11:00:00,45.0,111.0,69.0,87.0,57.0,66.0,51.0,48.0,69.0,63.0,15.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
12,2022-01-01 12:00:00,45.0,102.0,66.0,96.0,63.0,57.0,51.0,48.0,69.0,63.0,18.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
13,2022-01-01 13:00:00,33.0,84.0,45.0,72.0,51.0,48.0,42.0,36.0,66.0,51.0,18.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
14,2022-01-01 14:00:00,27.0,72.0,51.0,57.0,42.0,39.0,39.0,36.0,60.0,39.0,15.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
15,2022-01-01 15:00:00,27.0,75.0,51.0,66.0,39.0,48.0,45.0,36.0,57.0,42.0,12.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
16,2022-01-01 16:00:00,33.0,93.0,69.0,90.0,48.0,51.0,48.0,39.0,72.0,45.0,21.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
17,2022-01-01 17:00:00,48.0,117.0,84.0,111.0,63.0,84.0,69.0,36.0,84.0,66.0,27.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
18,2022-01-01 18:00:00,57.0,159.0,87.0,144.0,90.0,99.0,84.0,33.0,105.0,81.0,30.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
19,2022-01-01 19:00:00,48.0,180.0,87.0,117.0,75.0,102.0,78.0,30.0,108.0,81.0,33.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
20,2022-01-01 20:00:00,51.0,168.0,90.0,138.0,69.0,99.0,84.0,33.0,123.0,81.0,33.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
21,2022-01-01 21:00:00,48.0,132.0,87.0,144.0,66.0,96.0,93.0,27.0,120.0,108.0,36.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
22,2022-01-01 22:00:00,45.0,120.0,93.0,138.0,69.0,87.0,90.0,21.0,120.0,93.0,24.0,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
23,2022-01-01 23:00:00,43.429899386929506,116.61783552164931,101.30812599083536,132.47749872855454,73.95866217583686,77.9395103223662,85.69073273702168,16.58272639172864,123.0261169006562,68.14586049136427,9.98200492607721,13.388888888888893,16.722222222222225,11.38888888888889,80.83531674097067
24,2022-01-02 00:00:00,42.659380500944586,114.36001150972093,108.85770099206324,128.5497040134002,79.06206761308668,70.82278597544108,83.47498145328599,13.139373449500129,126.69611484178355,47.23823104531415,-1.31072444776274,15.555555555555555,19.5,11.722222222222223,73.73555151711
25,2022-01-02 01:00:00,42.59842740152101,113.0978839737725,115.64200107901473,126.04481024002257,84.23445985923753,65.48130734350852,83.11684163170968,10.588912287680289,130.87617060123964,30.013877760651283,-10.082127921752505,15.555555555555555,19.5,11.722222222222223,73.73555151711
26,2022-01-02 02:00:00,43.15702414813454,112.70280892336164,121.65430232702086,124.79101179390751,89.40008246177752,61.746554810852466,84.38040875520949,8.850314020634933,135.43246095688212,16.20956673617726,-16.536145296124783,15.555555555555555,19.5,11.722222222222223,73.73555151711
27,2022-01-02 03:00:00,44.24515480026099,113.04614236804603,126.88788081141261,124.61650306054081,94.48317896819475,59.450008761756806,87.02977830670223,7.842549762729885,140.23116268656864,5.5620640706937134,-20.876716371112206,15.555555555555555,19.5,11.722222222222223,73.73555151711
28,2022-01-02 04:00:00,45.77280341737611,113.99924031738328,131.3360126075211,125.34947842540821,99.4079929259773,58.423149580505445,90.82904576910462,7.484590628330962,145.13845256815677,-2.1918641369977467,-23.307780946947453,15.555555555555555,19.5,11.722222222222223,73.73555151711
29,2022-01-02 05:00:00,47.6499540589557,115.43345878093106,134.99197379067735,126.81813227399549,104.09876788261325,58.49745765138231,95.54230662533348,7.695407731803989,150.02050737950418,-7.315451788095488,-24.03327882386319,15.555555555555555,19.5,11.722222222222223,73.73555151711
30,2022-01-02 06:00:00,49.78659078447551,117.22015376824697,137.84904043621233,128.85065899178838,108.47974738559066,59.50441335867128,100.93365635830551,8.393972187514771,154.7435038984684,-10.071932783797912,-23.257149802092076,15.555555555555555,19.5,11.722222222222223,73.73555151711
31,2022-01-02 07:00:00,52.09269765341135,119.23068128888872,139.9004886194572,131.2752529642727,112.47517498239768,61.27549708665629,106.76719045093753,9.49925510982914,159.17361890290718,-10.724541025303411,-21.183333681866788,15.555555555555555,19.5,11.722222222222223,73.73555151711
32,2022-01-02 08:00:00,54.47825872523898,121.33639735241388,141.1395944157429,133.92010857693418,116.00929422052236,63.64218921962123,112.80700438614625,10.930227613112908,163.17702917067805,-9.536510413810346,-18.015770263419974,15.555555555555555,19.5,11.722222222222223,73.73555151711
33,2022-01-02 09:00:00,56.853258059434175,123.40865796838014,141.5596339004005,136.61342021525863,119.0063486474528,66.43597014185002,118.8171936468485,12.605860811731903,166.6199114796387,-6.771074850517137,-13.958399346984331,15.555555555555555,19.5,11.722222222222223,73.73555151711
34,2022-01-02 10:00:00,59.12767971547272,125.3188191463451,141.15388314876108,139.18338226473176,121.39058181067709,69.48832023762655,124.56185371596098,14.445125820051928,169.36844260764664,-2.6914682366221254,-9.215160732792487,15.555555555555555,19.5,11.722222222222223,73.73555151711
35,2022-01-02 11:00:00,61.211507752830386,126.93823689586642,139.9156182361556,141.45818911083936,123.0862372576833,72.63071989123472,129.80508007640046,16.366993752438816,171.2887993325596,2.4390755266762882,-3.9899942210771293,15.555555555555555,19.5,11.722222222222223,73.73555151711
36,2022-01-02 12:00:00,63.01472623098299,128.1382672265018,137.8381152379152,143.2660351390672,124.01755853595955,75.6946494869585,134.31096821108375,18.290435723258376,172.24715843223518,8.357322538179709,1.5131603879290854,15.555555555555555,19.5,11.722222222222223,73.73555151711
37,2022-01-02 13:00:00,64.44731920940626,128.7902661478088,134.91465022937078,144.4351147349011,124.10878919299388,78.51158940908172,137.84361360292758,20.134422846876436,172.109696684531,14.800038896689763,7.090363293993485,15.555555555555555,19.5,11.722222222222223,73.73555151711
38,2022-01-02 14:00:00,65.41927074757596,128.76558966934505,131.1384992858535,144.79362228382672,123.28417277627439,80.91302004188832,140.16711173484867,21.817926237658803,170.74259086730464,21.50399070100805,12.537674696883403,15.555555555555555,19.5,11.722222222222223,73.73555151711
39,2022-01-02 15:00:00,65.84056490496795,127.93559380066827,126.50293848269438,144.16975217132992,121.46795283328923,82.73042176966223,141.0455580897639,23.259917009971318,168.01201775841378,28.20594404993622,17.65115479636619,15.555555555555555,19.5,11.722222222222223,73.73555151711
40,2022-01-02 16:00:00,65.62118574105794,126.17163455133604,121.0012438952244,142.39169878289644,118.58437291152642,83.7952749766873,140.24304815058994,24.379366278179774,163.784154135716,34.642665042275844,22.22686379220915,15.555555555555555,19.5,11.722222222222223,73.73555151711
41,2022-01-02 17:00:00,64.67111731532174,123.34506793090607,114.6266915987747,139.28765650401203,114.5576765584741,83.93906004724751,137.52367740024357,25.095245156650005,157.92517677706897,40.550919776828586,26.060861884179662,15.555555555555555,19.5,11.722222222222223,73.73555151711
42,2022-01-02 18:00:00,62.90034368723511,119.32724994893591,107.3725576686762,134.6858197201625,109.31210732162032,82.99325736562672,132.6515413216416,25.326524759747823,150.30126246033024,45.66747435239602,28.94920927204502,15.555555555555555,19.5,11.722222222222223,73.73555151711
43,2022-01-02 19:00:00,60.21884891627382,113.98953661498327,99.23211818026003,128.41438281683352,102.77190874845314,80.78934731610885,125.39073539770071,24.992176201839055,140.7785879633575,49.72909486777978,30.687966155572575,15.555555555555555,19.5,11.722222222222223,73.73555151711
44,2022-01-02 20:00:00,56.53661706191368,107.20328393860578,90.19864920885719,120.301540179511,94.86132438646071,77.15881028297778,115.50535511133774,24.01117059728951,129.22333006400834,52.47254742178148,31.073192734529663,15.555555555555555,19.5,11.722222222222223,73.73555151711
45,2022-01-02 21:00:00,51.76363218363045,98.83984792936106,80.26542682979873,110.17548619368057,85.5045977831311,71.93312665051747,102.75949594546941,22.302479060465014,115.50166554014038,53.634598113202735,29.900949208683606,15.555555555555555,19.5,11.722222222222223,73.73555151711
46,2022-01-02 22:00:00,45.80987834089991,88.77058459680677,69.4257271184157,97.86441524482812,74.62597248595239,64.9437768030118,86.91725338301251,19.785072705731388,99.47977116961128,52.95201304084517,26.967295777801763,15.555555555555555,19.5,11.722222222222223,73.73555151711
47,2022-01-02 23:00:00,38.58533959319782,76.86684995050052,57.672826150039086,83.19652171843933,62.14969204241264,56.02224112474467,67.74272290688377,16.37792264745444,81.0238237302786,50.161558303510375,22.068292641651446,15.555555555555555,19.5,11.722222222222223,73.73555151711
48,2022-01-03 00:00:00,30.0,63.0,45.0,66.0,48.0,45.0,45.0,12.0,60.0,45.0,15.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
49,2022-01-03 01:00:00,21.0,48.0,33.0,48.0,33.0,33.0,24.0,9.0,39.0,36.0,9.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
50,2022-01-03 02:00:00,15.0,36.0,27.0,36.0,24.0,24.0,21.0,12.0,27.0,24.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
51,2022-01-03 03:00:00,12.0,30.0,24.0,30.0,30.0,18.0,21.0,9.0,21.0,24.0,9.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
52,2022-01-03 04:00:00,15.0,30.0,21.0,30.0,33.0,21.0,24.0,12.0,21.0,18.0,9.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
53,2022-01-03 05:00:00,15.0,30.0,18.0,30.0,30.0,21.0,21.0,9.0,18.0,18.0,9.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
54,2022-01-03 06:00:00,15.0,36.0,24.0,36.0,36.0,27.0,24.0,15.0,30.0,24.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
55,2022-01-03 07:00:00,27.0,45.0,36.0,51.0,39.0,36.0,30.0,27.0,42.0,33.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
56,2022-01-03 08:00:00,36.0,54.0,45.0,66.0,36.0,42.0,36.0,30.0,51.0,42.0,18.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
57,2022-01-03 09:00:00,42.0,78.0,45.0,66.0,42.0,51.0,36.0,39.0,51.0,48.0,18.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
58,2022-01-03 10:00:00,33.0,81.0,54.0,63.0,42.0,57.0,33.0,45.0,51.0,39.0,15.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
59,2022-01-03 11:00:00,36.0,81.0,57.0,72.0,54.0,66.0,51.0,57.0,66.0,57.0,18.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
60,2022-01-03 12:00:00,36.0,78.0,54.0,75.0,48.0,69.0,48.0,48.0,69.0,51.0,15.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
61,2022-01-03 13:00:00,27.0,69.0,45.0,60.0,39.0,48.0,39.0,36.0,45.0,39.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
62,2022-01-03 14:00:00,24.0,54.0,48.0,57.0,33.0,39.0,24.0,36.0,39.0,36.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
63,2022-01-03 15:00:00,33.0,60.0,51.0,60.0,36.0,39.0,33.0,36.0,51.0,42.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
64,2022-01-03 16:00:00,33.0,75.0,57.0,75.0,39.0,51.0,51.0,36.0,54.0,51.0,12.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
65,2022-01-03 17:00:00,36.0,81.0,66.0,81.0,60.0,63.0,57.0,45.0,60.0,60.0,18.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
66,2022-01-03 18:00:00,45.0,129.0,87.0,120.0,72.0,93.0,57.0,45.0,84.0,78.0,21.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
67,2022-01-03 19:00:00,42.0,144.0,90.0,132.0,69.0,102.0,63.0,42.0,81.0,78.0,24.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
68,2022-01-03 20:00:00,48.0,129.0,87.0,123.0,54.0,96.0,63.0,36.0,90.0,75.0,27.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
69,2022-01-03 21:00:00,45.0,108.0,84.0,126.0,75.0,93.0,66.0,36.0,102.0,81.0,27.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
70,2022-01-03 22:00:00,36.0,87.0,66.0,111.0,66.0,69.0,72.0,24.0,87.0,66.0,21.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
71,2022-01-03 23:00:00,33.0,69.0,54.0,75.0,57.0,48.0,42.0,12.0,57.0,48.0,21.0,17.11111111111111,21.222222222222225,11.77777777777778,75.64186012125708
72,2022-01-04 00:00:00,24.0,54.0,45.0,54.0,36.0,39.0,24.0,12.0,42.0,36.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
73,2022-01-04 01:00:00,15.0,42.0,30.0,39.0,30.0,27.0,24.0,9.0,30.0,21.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
74,2022-01-04 02:00:00,12.0,36.0,27.0,27.0,21.0,24.0,18.0,9.0,21.0,21.0,9.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
75,2022-01-04 03:00:00,9.0,36.0,24.0,30.0,21.0,24.0,18.0,9.0,21.0,18.0,6.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
76,2022-01-04 04:00:00,12.0,33.0,18.0,24.0,18.0,24.0,15.0,9.0,18.0,15.0,9.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
77,2022-01-04 05:00:00,12.0,33.0,21.0,24.0,21.0,24.0,15.0,9.0,21.0,15.0,6.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
78,2022-01-04 06:00:00,18.0,39.0,30.0,48.0,27.0,30.0,18.0,18.0,30.0,27.0,9.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
79,2022-01-04 07:00:00,30.0,51.0,36.0,63.0,30.0,48.0,36.0,48.0,51.0,42.0,15.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
80,2022-01-04 08:00:00,24.0,51.0,42.0,57.0,36.0,45.0,30.0,45.0,39.0,42.0,15.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
81,2022-01-04 09:00:00,21.0,63.0,36.0,51.0,36.0,39.0,21.0,57.0,33.0,30.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
82,2022-01-04 10:00:00,21.0,69.0,33.0,48.0,30.0,45.0,27.0,63.0,33.0,24.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
83,2022-01-04 11:00:00,24.0,72.0,57.0,57.0,42.0,51.0,33.0,57.0,42.0,36.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
84,2022-01-04 12:00:00,24.0,81.0,48.0,60.0,45.0,51.0,30.0,45.0,48.0,48.0,15.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
85,2022-01-04 13:00:00,18.0,60.0,33.0,45.0,36.0,42.0,27.0,36.0,33.0,27.0,18.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
86,2022-01-04 14:00:00,18.0,42.0,30.0,39.0,30.0,33.0,24.0,42.0,24.0,24.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
87,2022-01-04 15:00:00,18.0,45.0,36.0,42.0,27.0,33.0,21.0,45.0,30.0,30.0,12.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
88,2022-01-04 16:00:00,21.0,63.0,39.0,48.0,30.0,42.0,27.0,42.0,36.0,33.0,9.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
89,2022-01-04 17:00:00,24.0,84.0,57.0,72.0,45.0,57.0,36.0,42.0,60.0,45.0,15.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
90,2022-01-04 18:00:00,45.0,123.0,84.0,114.0,75.0,84.0,57.0,42.0,81.0,69.0,21.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
91,2022-01-04 19:00:00,48.0,153.0,84.0,117.0,72.0,81.0,54.0,45.0,93.0,75.0,24.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
92,2022-01-04 20:00:00,48.0,126.0,75.0,114.0,66.0,84.0,66.0,42.0,84.0,72.0,30.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
93,2022-01-04 21:00:00,48.0,105.0,75.0,123.0,66.0,81.0,66.0,33.0,93.0,78.0,30.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
94,2022-01-04 22:00:00,39.0,81.0,63.0,111.0,66.0,78.0,57.0,24.0,78.0,75.0,30.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
95,2022-01-04 23:00:00,33.0,60.0,54.0,78.0,60.0,45.0,45.0,15.0,51.0,45.0,24.0,19.22222222222222,24.111111111111114,14.11111111111111,72.78000023181063
96,2022-01-05 00:00:00,24.0,39.0,36.0,51.0,33.0,30.0,27.0,12.0,36.0,27.0,15.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
97,2022-01-05 01:00:00,24.0,30.0,21.0,42.0,30.0,24.0,21.0,9.0,30.0,24.0,9.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
98,2022-01-05 02:00:00,15.0,30.0,21.0,27.0,21.0,18.0,15.0,9.0,21.0,15.0,9.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
99,2022-01-05 03:00:00,15.0,27.0,18.0,27.0,24.0,18.0,18.0,9.0,21.0,15.0,6.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
100,2022-01-05 04:00:00,9.0,24.0,15.0,27.0,24.0,18.0,12.0,9.0,18.0,18.0,6.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
101,2022-01-05 05:00:00,15.0,27.0,18.0,24.0,21.0,21.0,15.0,9.0,21.0,12.0,9.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
102,2022-01-05 06:00:00,21.0,33.0,30.0,39.0,24.0,27.0,21.0,24.0,30.0,27.0,9.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
103,2022-01-05 07:00:00,27.0,45.0,39.0,63.0,30.0,42.0,30.0,42.0,51.0,39.0,15.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
104,2022-01-05 08:00:00,24.0,39.0,39.0,51.0,30.0,48.0,30.0,45.0,33.0,36.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
105,2022-01-05 09:00:00,21.0,63.0,39.0,45.0,33.0,36.0,27.0,57.0,33.0,30.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
106,2022-01-05 10:00:00,15.0,75.0,42.0,42.0,33.0,42.0,27.0,57.0,33.0,30.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
107,2022-01-05 11:00:00,24.0,72.0,54.0,57.0,36.0,48.0,33.0,66.0,42.0,42.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
108,2022-01-05 12:00:00,27.0,78.0,51.0,57.0,42.0,45.0,39.0,48.0,42.0,39.0,15.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
109,2022-01-05 13:00:00,21.0,72.0,42.0,51.0,36.0,42.0,27.0,36.0,36.0,30.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
110,2022-01-05 14:00:00,21.0,51.0,36.0,42.0,24.0,36.0,24.0,39.0,24.0,24.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
111,2022-01-05 15:00:00,21.0,45.0,39.0,45.0,24.0,36.0,27.0,39.0,36.0,21.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
112,2022-01-05 16:00:00,18.0,63.0,39.0,48.0,33.0,39.0,33.0,39.0,36.0,27.0,12.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
113,2022-01-05 17:00:00,27.0,81.0,54.0,66.0,42.0,60.0,39.0,42.0,51.0,45.0,15.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
114,2022-01-05 18:00:00,33.0,132.0,78.0,114.0,72.0,81.0,60.0,45.0,75.0,72.0,18.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
115,2022-01-05 19:00:00,45.0,150.0,78.0,114.0,69.0,93.0,72.0,45.0,84.0,75.0,24.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
116,2022-01-05 20:00:00,45.0,132.0,75.0,108.0,78.0,90.0,63.0,45.0,87.0,75.0,21.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
117,2022-01-05 21:00:00,36.0,117.0,78.0,117.0,63.0,84.0,66.0,36.0,102.0,81.0,30.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
118,2022-01-05 22:00:00,42.0,87.0,66.0,114.0,78.0,72.0,69.0,21.0,72.0,72.0,21.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
119,2022-01-05 23:00:00,27.0,63.0,51.0,90.0,51.0,45.0,48.0,18.0,60.0,51.0,18.0,19.388888888888893,24.111111111111114,14.77777777777778,78.49110788663359
120,2022-01-06 00:00:00,18.0,42.0,33.0,51.0,42.0,30.0,33.0,12.0,45.0,36.0,15.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
121,2022-01-06 01:00:00,15.0,30.0,24.0,36.0,30.0,27.0,18.0,9.0,30.0,24.0,9.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
122,2022-01-06 02:00:00,15.0,27.0,18.0,33.0,24.0,21.0,18.0,9.0,21.0,18.0,9.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
123,2022-01-06 03:00:00,12.0,27.0,18.0,30.0,21.0,18.0,15.0,9.0,21.0,18.0,9.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
124,2022-01-06 04:00:00,12.0,24.0,15.0,24.0,21.0,18.0,15.0,9.0,21.0,15.0,6.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
125,2022-01-06 05:00:00,15.0,27.0,18.0,27.0,18.0,18.0,12.0,9.0,18.0,15.0,9.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
126,2022-01-06 06:00:00,18.0,33.0,27.0,45.0,30.0,30.0,21.0,21.0,33.0,24.0,9.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
127,2022-01-06 07:00:00,27.0,45.0,39.0,63.0,30.0,42.0,30.0,39.0,45.0,39.0,18.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
128,2022-01-06 08:00:00,24.0,36.0,33.0,51.0,27.0,39.0,27.0,54.0,36.0,36.0,15.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
129,2022-01-06 09:00:00,18.0,69.0,33.0,45.0,39.0,39.0,24.0,63.0,33.0,30.0,12.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
130,2022-01-06 10:00:00,21.0,72.0,39.0,48.0,36.0,42.0,27.0,60.0,33.0,24.0,12.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
131,2022-01-06 11:00:00,27.0,78.0,54.0,63.0,39.0,54.0,39.0,57.0,39.0,36.0,15.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
132,2022-01-06 12:00:00,30.0,81.0,45.0,60.0,45.0,54.0,39.0,45.0,42.0,36.0,15.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
133,2022-01-06 13:00:00,27.0,57.0,42.0,45.0,39.0,42.0,30.0,39.0,39.0,27.0,12.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
134,2022-01-06 14:00:00,18.0,48.0,33.0,42.0,27.0,33.0,24.0,42.0,33.0,24.0,12.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
135,2022-01-06 15:00:00,18.0,42.0,30.0,45.0,33.0,36.0,24.0,33.0,24.0,33.0,9.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
136,2022-01-06 16:00:00,21.0,60.0,33.0,51.0,33.0,45.0,27.0,36.0,39.0,33.0,12.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
137,2022-01-06 17:00:00,27.0,87.0,60.0,72.0,54.0,72.0,39.0,36.0,60.0,51.0,18.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
138,2022-01-06 18:00:00,45.0,114.0,78.0,108.0,78.0,90.0,54.0,42.0,78.0,72.0,21.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
139,2022-01-06 19:00:00,39.0,156.0,78.0,114.0,69.0,96.0,63.0,39.0,93.0,69.0,27.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
140,2022-01-06 20:00:00,51.0,120.0,72.0,117.0,66.0,90.0,63.0,39.0,90.0,72.0,27.0,17.166666666666668,22.888888888888893,14.222222222222223,72.9425125368049
